Group,Category,Code,Long Desc,Short Desc
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4774,"Ammonia test strips, for dialysis, per 50",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4802,"Protamine sulfate, for hemodialysis, per 50 mg",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4860,"Disposable catheter tips for peritoneal dialysis, per 10",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4870,Plumbing and/or electrical work for home hemodialysis equipment,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4890,"Contracts, repair and maintenance, for hemodialysis equipment",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4911,"Drain bag/bottle, for dialysis, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4913,"Miscellaneous dialysis supplies, not otherwise specified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4918,"Venous pressure clamp, for hemodialysis, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4927,"Gloves, non-sterile, per 100",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4928,"Surgical mask, per 20",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4929,"Tourniquet for dialysis, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4930,"Gloves, sterile, per pair",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4931,"Oral thermometer, reusable, any type, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A4932,"Rectal thermometer, reusable, any type, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5051,"Ostomy pouch, closed; with barrier attached (1 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5052,"Ostomy pouch, closed; without barrier attached (1 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5053,"Ostomy pouch, closed; for use on faceplate, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5054,"Ostomy pouch, closed; for use on barrier with flange (2 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5055,Stoma cap,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5056,"Ostomy pouch, drainable, with extended wear barrier attached, with filter, (1 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5057,"Ostomy pouch, drainable, with extended wear barrier attached, with built in convexity, with filter, (1 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5061,"Ostomy pouch, drainable; with barrier attached, (1 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5062,"Ostomy pouch, drainable; without barrier attached (1 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5063,"Ostomy pouch, drainable; for use on barrier with flange (2 piece system), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5071,"Ostomy pouch, urinary; with barrier attached (1 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5072,"Ostomy pouch, urinary; without barrier attached (1 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5073,"Ostomy pouch, urinary; for use on barrier with flange (2 piece), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5081,"Stoma plug or seal, any type",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5082,Continent device; catheter for continent stoma,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5083,"Continent device, stoma absorptive cover for continent stoma",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5093,Ostomy accessory; convex insert,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5102,"Bedside drainage bottle with or without tubing, rigid or expandable, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5105,"Urinary suspensory with leg bag, with or without tube, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5112,"Urinary drainage bag, leg or abdomen, latex, with or without tube, with straps, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5113,"Leg strap; latex, replacement only, per set",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5114,"Leg strap; foam or fabric, replacement only, per set",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5120,"Skin barrier, wipes or swabs, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5121,"Skin barrier; solid, 6 x 6 or equivalent, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5122,"Skin barrier; solid, 8 x 8 or equivalent, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5126,Adhesive or non-adhesive; disk or foam pad,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5131,"Appliance cleaner, incontinence and ostomy appliances, per 16 oz.",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5200,"Percutaneous catheter/tube anchoring device, adhesive skin attachment",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5500,"For diabetics only, fitting (including follow-up), custom preparation and supply of off-the-shelf depth-inlay shoe manufactured to accommodate multi-density insert(s), per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5501,"For diabetics only, fitting (including follow-up), custom preparation and supply of shoe molded from cast(s) of patient's foot (custom molded shoe), per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5503,"For diabetics only, modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe with roller or rigid rocker bottom, per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5504,"For diabetics only, modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe with wedge(s), per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5505,"For diabetics only, modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe with metatarsal bar, per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5506,"For diabetics only, modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe with off-set heel(s), per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5507,"For diabetics only, not otherwise specified modification (including fitting) of off-the-shelf depth-inlay shoe or custom-molded shoe, per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5508,"For diabetics only, deluxe feature of off-the-shelf depth-inlay shoe or custom-molded shoe, per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5510,"For diabetics only, direct formed, compression molded to patient's foot without external heat source, multiple-density insert(s) prefabricated, per shoe",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5512,"For diabetics only, multiple density insert, direct formed, molded to foot after external heat source of 230 degrees fahrenheit or higher, total contact with patient's foot, including arch, base layer minimum of 1/4 inch material of shore a 35 durometer or 3/16 inch material of shore a 40 durometer (or higher), prefabricated, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5513,"For diabetics only, multiple density insert, custom molded from model of patient's foot, total contact with patient's foot, including arch, base layer minimum of 3/16 inch material of shore a 35 durometer (or higher), includes arch filler and other shaping material, custom fabricated, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A5514,"For diabetics only, multiple density insert, made by direct carving with cam technology from a rectified cad model created from a digitized scan of the patient, total contact with patient's foot, including arch, base layer minimum of 3/16 inch material of shore a 35 durometer (or higher), includes arch filler and other shaping material, custom fabricated, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6000,Non-contact wound warming wound cover for use with the non-contact wound warming device and warming card,Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6010,"Collagen based wound filler, dry form, sterile, per gram of collagen",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6011,"Collagen based wound filler, gel/paste, per gram of collagen",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6021,"Collagen dressing, sterile, size 16 sq. in. or less, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6022,"Collagen dressing, sterile, size more than 16 sq. in. but less than or equal to 48 sq. in., each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6023,"Collagen dressing, sterile, size more than 48 sq. in., each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6024,"Collagen dressing wound filler, sterile, per 6 inches",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6025,"Gel sheet for dermal or epidermal application, (e.g., silicone, hydrogel, other), each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6154,"Wound pouch, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6196,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size 16 sq. in. or less, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6197,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6198,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more than 48 sq. in., each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6199,"Alginate or other fiber gelling dressing, wound filler, sterile, per 6 inches",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6203,"Composite dressing, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6204,"Composite dressing, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6205,"Composite dressing, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6206,"Contact layer, sterile, 16 sq. in. or less, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6207,"Contact layer, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6208,"Contact layer, sterile, more than 48 sq. in., each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6209,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6210,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6211,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6212,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6213,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6214,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6215,"Foam dressing, wound filler, sterile, per gram",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6216,"Gauze, non-impregnated, non-sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6217,"Gauze, non-impregnated, non-sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6218,"Gauze, non-impregnated, non-sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6219,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6220,"Gauze, non-impregnated, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6221,"Gauze, non-impregnated, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6222,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6223,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 16 sq. in., but less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6224,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6228,"Gauze, impregnated, water or normal saline, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6229,"Gauze, impregnated, water or normal saline, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6230,"Gauze, impregnated, water or normal saline, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6231,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size 16 sq. in. or less, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6232,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size greater than 16 sq. in., but less than or equal to 48 sq. in., each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6233,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size more than 48 sq. in., each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6234,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6235,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6236,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6237,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6238,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6239,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6240,"Hydrocolloid dressing, wound filler, paste, sterile, per ounce",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6241,"Hydrocolloid dressing, wound filler, dry form, sterile, per gram",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6242,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6243,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6244,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6245,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6246,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6247,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6248,"Hydrogel dressing, wound filler, gel, per fluid ounce",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6250,"Skin sealants, protectants, moisturizers, ointments, any type, any size",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6251,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6252,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6253,"Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6254,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6255,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq. in. but less than or equal to 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6256,"Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq. in., with any size adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6257,"Transparent film, sterile, 16 sq. in. or less, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6258,"Transparent film, sterile, more than 16 sq. in. but less than or equal to 48 sq. in., each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6259,"Transparent film, sterile, more than 48 sq. in., each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6260,"Wound cleansers, any type, any size",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6261,"Wound filler, gel/paste, per fluid ounce, not otherwise specified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6262,"Wound filler, dry form, per gram, not otherwise specified",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6266,"Gauze, impregnated, other than water, normal saline, or zinc paste, sterile, any width, per linear yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6402,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6403,"Gauze, non-impregnated, sterile, pad size more than 16 sq. in. less than or equal to 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6404,"Gauze, non-impregnated, sterile, pad size more than 48 sq. in., without adhesive border, each dressing",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6407,"Packing strips, non-impregnated, sterile, up to 2 inches in width, per linear yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6410,"Eye pad, sterile, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6411,"Eye pad, non-sterile, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6412,"Eye patch, occlusive, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6413,"Adhesive bandage, first-aid type, any size, each",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6441,"Padding bandage, non-elastic, non-woven/non-knitted, width greater than or equal to three inches and less than five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6442,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width less than three inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6443,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than or equal to three inches and less than five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6444,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than or equal to 5 inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6445,"Conforming bandage, non-elastic, knitted/woven, sterile, width less than three inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6446,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or equal to three inches and less than five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6447,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or equal to five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6448,"Light compression bandage, elastic, knitted/woven, width less than three inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6449,"Light compression bandage, elastic, knitted/woven, width greater than or equal to three inches and less than five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6450,"Light compression bandage, elastic, knitted/woven, width greater than or equal to five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6451,"Moderate compression bandage, elastic, knitted/woven, load resistance of 1.25 to 1.34 foot pounds at 50% maximum stretch, width greater than or equal to three inches and less than five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6452,"High compression bandage, elastic, knitted/woven, load resistance greater than or equal to 1.35 foot pounds at 50% maximum stretch, width greater than or equal to three inches and less than five inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6453,"Self-adherent bandage, elastic, non-knitted/non-woven, width less than three inches, per yard",Transport parking fees/tolls
HCPS 'A' Codes,"Transportation Services Including Ambulance, Medical & Surgical Supplies",A6454,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or equal to three inches and less than five inches, per yard",Transport parking fees/tolls
